,cylinders,displ,make,year,fuelType
21222,4.0,2.4,Pontiac,2010,Gasoline or E85
21224,4.0,1.8,Subaru,1987,Regular
21227,6.0,3.5,Pontiac,2010,Gasoline or E85
21228,6.0,3.5,Pontiac,2010,Regular
21229,6.0,3.6,Pontiac,2010,Regular
21231,6.0,3.6,Volkswagen,2010,Premium
21241,6.0,3.0,Buick,2010,Regular
21242,6.0,3.5,Mercedes-Benz,2010,Premium
21245,6.0,3.5,Chrysler,2010,Regular
21246,4.0,1.6,Toyota,1987,Regular
21247,6.0,2.7,Chrysler,2010,Regular
21249,6.0,2.7,Dodge,2010,Regular
21252,8.0,4.6,Ford,2010,Gasoline or E85
21253,8.0,4.6,Mercury,2010,Gasoline or E85
21254,8.0,4.6,Lincoln,2010,Gasoline or E85
21257,12.0,5.5,Mercedes-Benz,2010,Premium
21258,8.0,6.3,Mercedes-Benz,2010,Premium
21259,12.0,6.0,Mercedes-Benz,2010,Premium
21264,4.0,2.9,Chevrolet,2010,Regular
21266,5.0,3.7,Chevrolet,2010,Regular
21267,6.0,2.5,Alfa Romeo,1987,Regular
21272,4.0,2.9,GMC,2010,Regular
21274,5.0,3.7,GMC,2010,Regular
21278,3.0,1.0,Chevrolet,1987,Regular
21290,5.0,3.7,Hummer,2010,Regular
21294,4.0,2.3,Acura,2010,Premium
21298,6.0,3.0,Audi,2010,Diesel
21299,6.0,3.6,Audi,2010,Premium
21304,8.0,4.7,Mercedes-Benz,2010,Premium
21308,6.0,3.0,Volkswagen,2010,Diesel
21315,4.0,2.5,Jeep,1997,Regular
21331,6.0,3.0,Mercedes-Benz,2010,Premium or E85
21334,3.0,1.0,Pontiac,1987,Regular
21341,4.0,2.0,Volkswagen,2010,Diesel
21345,6.0,3.2,Porsche,1987,Premium
21348,8.0,4.7,Maserati,2010,Premium
21350,4.0,2.0,Audi,2010,Diesel
21353,8.0,5.3,Chevrolet,2010,Regular
21355,8.0,5.3,GMC,2010,Regular
21356,6.0,3.3,Porsche,1987,Premium
21363,8.0,5.3,Hummer,2010,Gasoline or E85
21364,8.0,5.3,Chevrolet,2010,Gasoline or E85
21367,8.0,5.0,Porsche,1987,Premium
21369,8.0,5.3,GMC,2010,Gasoline or E85
21385,6.0,3.0,Mazda,2010,Gasoline or E85
21389,4.0,2.5,Porsche,1987,Regular
21391,8.0,4.4,BMW,2010,Premium
21413,0.0,0.0,Subaru,1985,Regular
21419,8.0,4.3,Lexus,2010,Premium
21420,4.0,2.5,Porsche,1987,Premium
21422,4.0,2.0,Saab,2010,Regular
21424,8.0,4.2,Maserati,2010,Premium
21427,8.0,5.0,Lexus,2010,Premium
21428,4.0,2.4,Chrysler,2010,Regular
21433,4.0,2.0,Saab,2010,Premium
21443,8.0,5.0,Excalibur Autos,1987,Premium
21454,3.0,1.0,Suzuki,1987,Regular
21457,4.0,2.5,Suzuki,2010,Regular
21459,6.0,4.0,Suzuki,2010,Regular
21460,4.0,2.5,Nissan,2010,Regular
21462,6.0,4.0,Nissan,2010,Regular
21464,4.0,2.7,Toyota,2010,Regular
21465,4.0,2.0,Toyota,1987,Regular
21477,6.0,3.7,Dodge,2010,Regular
21478,6.0,3.8,Jeep,2010,Regular
21479,6.0,4.0,Nissan,2010,Premium
21487,4.0,1.8,Volkswagen,1987,Regular
21488,6.0,3.0,Mercedes-Benz,2010,Diesel
21493,8.0,5.6,Nissan,2010,Premium
21497,8.0,5.7,Lexus,2010,Premium
21506,4.0,1.3,Mazda,1986,Regular
21507,8.0,4.7,Alfa Romeo,2009,Premium
21519,6.0,4.2,Toyota,1986,Regular
21520,4.0,2.0,Honda,1997,Regular
21521,8.0,4.0,Land Rover,2007,Regular
21527,6.0,3.0,Alfa Romeo,1987,Regular
21531,6.0,3.0,Mercedes-Benz,1986,Diesel
21532,8.0,4.7,Aston Martin,2010,Premium
21537,6.0,3.5,Nissan,2010,Premium
21538,5.0,2.2,Audi,1987,Regular
21539,4.0,2.0,Nissan,2010,Regular
21542,4.0,2.5,Nissan,2010,Premium
21560,8.0,5.2,Dodge,2002,Regular
21561,5.0,2.3,Audi,1987,Regular
21577,6.0,3.8,Plymouth,1998,Regular
21578,6.0,4.3,GMC,1990,Regular
21580,6.0,2.5,Porsche,1997,Premium
21582,4.0,1.5,Toyota,2010,Regular
21583,4.0,1.8,Audi,1987,Regular
21586,6.0,3.5,Infiniti,2010,Premium
21588,8.0,4.5,Infiniti,2010,Premium
21590,4.0,1.5,Honda,2010,Regular
21595,6.0,3.7,Mitsubishi,2010,Regular
21596,6.0,3.0,Mitsubishi,2010,Premium
21599,8.0,6.1,Jeep,2010,Premium
21606,8.0,4.7,Dodge,2010,Gasoline or E85
21610,4.0,2.4,Honda,2010,Regular
21616,6.0,2.5,BMW,1987,Regular
21619,6.0,3.5,Pontiac,2009,Gasoline or E85
21621,6.0,3.3,Dodge,1993,CNG
21622,6.0,3.3,Dodge,1994,CNG
21623,6.0,3.3,Dodge,1995,CNG
21624,4.0,2.3,Ford,2010,Regular
21628,4.0,2.4,Jeep,2010,Regular
21637,6.0,2.7,BMW,1987,Regular
21640,4.0,2.5,Porsche,1985,Regular
21641,6.0,4.3,Chevrolet,1992,Regular
21642,4.0,1.8,Lotus,2010,Premium
21644,12.0,5.9,Aston Martin,2010,Premium
21649,4.0,1.6,MINI,2010,Premium
21656,8.0,4.0,BMW,2010,Premium
21660,6.0,3.4,BMW,1987,Regular
21661,4.0,1.8,Honda,2010,Regular
21663,4.0,2.0,Honda,2010,Premium
21668,8.0,6.8,Bentley,2010,Premium
21673,6.0,2.7,Chrysler,2010,Gasoline or E85
21682,6.0,3.5,BMW,1987,Premium
21683,6.0,2.7,Dodge,2010,Gasoline or E85
21684,8.0,4.6,Lexus,2010,Premium
21693,6.0,2.8,Chevrolet,1987,Regular
21706,4.0,2.3,Mazda,2010,Regular
21723,6.0,3.3,Toyota,2010,Regular
21724,4.0,1.8,Honda,2010,CNG
21728,8.0,4.8,Chevrolet,2010,Gasoline or E85
21730,8.0,6.2,Chevrolet,2010,Gasoline or E85
21731,8.0,6.0,Chevrolet,2010,Regular
21733,8.0,4.8,GMC,2010,Gasoline or E85
21735,8.0,6.2,GMC,2010,Gasoline or E85
21736,8.0,6.0,GMC,2010,Regular
21749,8.0,6.2,Cadillac,2010,Gasoline or E85
21750,8.0,6.0,Cadillac,2010,Regular
21771,4.0,2.0,Chevrolet,1987,Regular
21784,3.0,1.0,smart,2010,Premium
21790,12.0,5.7,Ferrari,2010,Premium
21794,6.0,3.7,Nissan,2010,Premium
21820,6.0,3.5,Nissan,2010,Regular
21825,4.0,1.6,Chevrolet,1987,Regular
21827,6.0,3.0,BMW,2010,Diesel
21840,4.0,1.6,Nissan,2010,Regular
21842,4.0,1.8,Nissan,2010,Regular
21845,12.0,6.0,BMW,2010,Premium
21847,12.0,5.5,Maybach,2010,Premium
21848,12.0,6.0,Maybach,2010,Premium
21857,4.0,1.5,Chevrolet,1987,Regular
21870,8.0,5.0,Infiniti,2010,Premium
21874,10.0,8.4,Dodge,2010,Premium
21888,6.0,3.7,Infiniti,2010,Premium
21901,4.0,2.4,Buick,2010,Regular
21913,4.0,2.6,Chrysler,1987,Premium
21916,12.0,6.6,Rolls-Royce,2010,Premium
21921,6.0,3.5,Hyundai,2010,Regular
21928,6.0,2.8,Cadillac,2010,Premium
21935,4.0,2.2,Chrysler,1987,Premium
21937,8.0,5.4,Mercedes-Benz,2010,Premium
21941,6.0,3.0,BMW,2011,Premium
21947,8.0,5.5,Mercedes-Benz,2011,Premium
21948,8.0,6.3,Mercedes-Benz,2011,Premium
21949,12.0,6.0,Mercedes-Benz,2011,Premium
21950,8.0,6.2,Mercedes-Benz,2011,Premium
21952,8.0,5.0,Jaguar,2011,Premium
21955,4.0,2.4,Mitsubishi,2011,Regular
21957,6.0,3.8,Mitsubishi,2011,Premium
21958,4.0,2.5,Chrysler,1987,Regular
21966,4.0,1.6,Nissan,1987,Regular
21990,8.0,4.0,BMW,2011,Premium
21994,4.0,1.6,Ford,2011,Regular
21997,8.0,5.4,Ford,2011,Premium
21998,6.0,3.7,Ford,2011,Regular
22001,8.0,5.0,Ford,2011,Regular
22004,6.0,3.5,Mercedes-Benz,2011,Premium
22009,6.0,3.8,Nissan,2011,Premium
22011,5.0,2.5,Volvo,2011,Regular
22017,6.0,3.0,BMW,2011,Diesel
22025,4.0,1.6,Kia,2011,Regular
22028,4.0,2.5,Subaru,2011,Regular
22035,8.0,4.4,BMW,2011,Premium
22038,4.0,2.4,Buick,2011,Regular
22039,6.0,3.7,Infiniti,2011,Premium
22041,8.0,5.6,Infiniti,2011,Premium
22043,4.0,2.0,Nissan,1987,Regular
22048,4.0,2.5,Subaru,2011,Premium
22049,6.0,3.6,Subaru,2011,Regular
22050,4.0,2.5,Toyota,2011,Regular
22052,6.0,3.5,Toyota,2011,Regular
22053,4.0,2.4,Toyota,2011,Regular
22063,6.0,3.5,Ford,2011,Regular
22069,6.0,3.3,Hyundai,2011,Regular
22070,6.0,3.8,Hyundai,2011,Regular
22071,4.0,2.4,Hyundai,2011,Regular
22076,6.0,3.5,Lincoln,2011,Regular
22078,6.0,3.7,Lincoln,2011,Regular
22085,4.0,2.0,Hyundai,2011,Regular
22087,4.0,2.4,Scion,2011,Regular
22092,4.0,2.9,Chevrolet,2011,Regular
22094,5.0,3.7,Chevrolet,2011,Regular
22095,8.0,5.3,Chevrolet,2011,Regular
22102,4.0,2.9,GMC,2011,Regular
22104,5.0,3.7,GMC,2011,Regular
22105,8.0,5.3,GMC,2011,Regular
22110,4.0,2.2,Dodge,1987,Regular
22127,6.0,4.3,Chevrolet,2011,Regular
22128,8.0,5.3,Chevrolet,2011,Gasoline or E85
22129,8.0,4.8,Chevrolet,2011,Gasoline or E85
22131,6.0,4.3,GMC,2011,Regular
22132,4.0,2.2,Dodge,1987,Premium
22133,8.0,5.3,GMC,2011,Gasoline or E85
22134,8.0,4.8,GMC,2011,Gasoline or E85
22143,4.0,1.5,Dodge,1987,Regular
22147,6.0,3.5,Hyundai,2011,Regular
22148,6.0,3.5,Kia,2011,Regular
22150,4.0,2.7,Toyota,2011,Regular
22159,6.0,3.5,Honda,2011,Regular
22160,8.0,5.7,Jeep,2011,Regular
22161,6.0,3.6,Jeep,2011,Gasoline or E85
22162,6.0,3.8,Kia,2011,Regular
22163,8.0,4.6,Kia,2011,Regular
22164,4.0,2.4,Kia,2011,Regular
22177,4.0,1.6,Dodge,1987,Premium
22200,4.0,2.0,Audi,2011,Premium
22201,10.0,5.2,Audi,2011,Premium
22205,12.0,6.0,Bentley,2011,Premium or E85
22206,16.0,8.0,Bugatti,2011,Premium
22207,8.0,7.0,Chevrolet,2011,Premium
22208,8.0,6.2,Chevrolet,2011,Premium
22209,8.0,6.2,Chevrolet,2011,Regular
22213,6.0,3.0,Mercedes-Benz,2011,Premium
22216,10.0,5.2,Lamborghini,2011,Premium
22220,6.0,2.9,Porsche,2011,Premium
22221,4.0,2.5,Dodge,1987,Regular
22225,6.0,3.4,Porsche,2011,Premium
22231,6.0,3.8,Porsche,2011,Premium
22234,4.0,2.0,Mazda,2011,Premium
22237,6.0,3.6,Porsche,2011,Premium
22265,4.0,2.3,Ford,1987,Regular
22270,8.0,4.2,Audi,2011,Premium
22272,6.0,3.0,Audi,2011,Premium
22274,4.0,2.0,Volkswagen,2011,Premium
22278,4.0,1.6,Chevrolet,2011,Regular
22279,4.0,1.6,Suzuki,2011,Regular
22282,4.0,2.0,Hyundai,2011,Premium
22301,4.0,2.0,Ford,2011,Regular
22305,6.0,3.6,Chevrolet,2011,Regular
22309,4.0,1.6,Hyundai,2011,Regular
22318,4.0,2.0,Mitsubishi,2011,Regular
22321,4.0,1.3,Honda,1987,Regular
22323,4.0,2.0,Mitsubishi,2011,Premium
22326,12.0,6.7,Rolls-Royce,2011,Premium
22328,4.0,1.5,Mazda,2011,Regular
22330,4.0,2.0,Mazda,2011,Regular
22333,4.0,2.5,Mazda,2011,Regular
22335,6.0,3.0,Volvo,2011,Regular
22337,5.0,2.5,Volkswagen,2011,Regular
22344,4.0,2.0,Volkswagen,2011,Regular
22346,6.0,3.6,Volkswagen,2011,Premium
22349,6.0,3.2,Audi,2011,Premium
22353,4.0,2.5,Ford,2011,Regular
22356,4.0,2.5,Mercury,2011,Regular
22364,6.0,3.0,Ford,2011,Gasoline or E85
22365,4.0,1.6,Acura,1987,Regular
22367,4.0,2.5,Lincoln,2011,Regular
22368,6.0,3.0,Mercury,2011,Gasoline or E85
22374,6.0,3.6,Cadillac,2011,Regular
22377,4.0,2.4,Chevrolet,2011,Regular
22378,6.0,3.6,Buick,2011,Regular
22379,8.0,6.2,Cadillac,2011,Premium
22386,6.0,3.0,Cadillac,2011,Regular
22387,4.0,1.8,Honda,1987,Regular
22390,4.0,2.4,Chevrolet,2011,Gasoline or E85
22395,4.0,1.8,Nissan,2011,Regular
22400,4.0,1.6,Nissan,2011,Regular
22402,4.0,2.3,Mazda,2011,Premium
22403,6.0,3.2,Volvo,2011,Regular
22406,6.0,3.9,Buick,2011,Gasoline or E85
22407,6.0,3.9,Chevrolet,2011,Gasoline or E85
22408,6.0,3.5,Chevrolet,2011,Gasoline or E85
22409,8.0,4.6,Buick,2011,Regular
22410,4.0,2.0,Honda,1987,Regular
22411,8.0,4.6,Cadillac,2011,Regular
22415,8.0,4.6,Hyundai,2011,Premium
22419,8.0,4.8,Porsche,2011,Premium
22432,4.0,1.5,Hyundai,1987,Regular
22433,4.0,2.3,Acura,2011,Premium
22436,4.0,2.0,Kia,2011,Regular
22447,6.0,2.7,Kia,2011,Regular
22451,6.0,4.0,Toyota,2011,Regular
22458,6.0,3.7,Dodge,2011,Regular
22459,8.0,4.7,Dodge,2011,Gasoline or E85
22462,8.0,5.7,Dodge,2011,Midgrade
22463,8.0,6.0,Chevrolet,2011,Regular
22464,8.0,6.0,GMC,2011,Regular
22465,4.0,1.5,Isuzu,1987,Regular
22466,8.0,6.2,Chevrolet,2011,Gasoline or E85
22467,8.0,6.2,GMC,2011,Gasoline or E85
22483,8.0,6.0,Chevrolet,2011,Gasoline or E85
22486,8.0,6.0,GMC,2011,Gasoline or E85
22503,6.0,3.7,Jeep,2011,Regular
22505,6.0,4.0,Dodge,2011,Regular
22510,4.0,2.0,Isuzu,1987,Regular
22517,4.0,2.4,GMC,2011,Regular
22518,4.0,2.2,Chevrolet,2011,Gasoline or E85
22523,8.0,6.0,Cadillac,2011,Regular
22528,6.0,3.6,GMC,2011,Regular
22531,8.0,6.2,Cadillac,2011,Gasoline or E85
22556,6.0,3.0,Audi,2011,Diesel
22557,6.0,3.0,Volkswagen,2011,Diesel
22565,6.0,4.2,Jaguar,1987,Regular
22570,6.0,2.8,Cadillac,2011,Premium
22593,8.0,4.7,Mercedes-Benz,2011,Premium
22598,5.0,2.5,Mercedes-Benz,1987,Diesel
22600,8.0,4.4,Volvo,2011,Regular
22605,6.0,2.8,Saab,2010,Premium
22606,4.0,1.5,Honda,2011,Regular
22610,12.0,5.9,Aston Martin,2011,Premium
22611,4.0,1.6,MINI,2011,Premium
22623,4.0,1.8,Honda,2011,CNG
22624,4.0,1.8,Honda,2011,Regular
22626,4.0,2.0,Honda,2011,Premium
22627,6.0,2.5,Lexus,2011,Premium
22630,6.0,3.5,Lexus,2011,Premium
22632,4.0,2.3,Mercedes-Benz,1987,Premium
22633,8.0,5.0,Lexus,2011,Premium
22634,8.0,4.2,Maserati,2011,Premium
22635,8.0,4.7,Maserati,2011,Premium
22637,2.0,1.3,Mazda,2011,Premium
22645,4.0,1.8,Scion,2011,Regular
22647,4.0,1.5,Toyota,2011,Regular
22649,4.0,1.8,Chevrolet,2011,Regular
22650,4.0,1.4,Chevrolet,2011,Regular
22651,4.0,1.3,Honda,2011,Regular
22652,4.0,2.4,Honda,2011,Regular
22658,6.0,3.0,Mercedes-Benz,2011,Premium or E85
22667,4.0,2.5,Scion,2011,Regular
22669,4.0,2.0,Suzuki,2011,Regular
22673,4.0,2.4,Suzuki,2011,Regular
22676,6.0,2.6,Mercedes-Benz,1987,Premium
22680,4.0,2.0,Volkswagen,2011,Diesel
22684,6.0,3.5,Acura,2011,Premium
22685,6.0,3.7,Acura,2011,Premium
22687,4.0,1.8,Mitsubishi,1987,Premium
22693,8.0,4.6,Lexus,2011,Premium
22694,6.0,3.7,Mazda,2011,Regular
22696,6.0,3.0,Mercedes-Benz,2011,Diesel
22698,4.0,2.0,Mitsubishi,1987,Regular
22699,4.0,2.0,Nissan,2011,Regular
22701,4.0,2.5,Nissan,2011,Regular
22702,4.0,2.5,Nissan,2011,Premium
22703,6.0,3.5,Nissan,2011,Premium
22712,12.0,6.0,BMW,2011,Premium
22713,8.0,4.6,Ford,2011,Gasoline or E85
22718,8.0,4.6,Mercury,2011,Gasoline or E85
22719,8.0,4.6,Lincoln,2011,Gasoline or E85
22720,4.0,1.5,Mitsubishi,1987,Regular
22723,4.0,2.0,Audi,2011,Diesel
22738,4.0,2.3,Ford,2011,Regular
22740,6.0,4.0,Ford,2011,Regular
22744,4.0,2.5,Suzuki,2011,Regular
22748,8.0,5.6,Nissan,2011,Regular
22749,8.0,4.6,Toyota,2011,Regular
22750,8.0,5.7,Toyota,2011,Regular
22752,8.0,5.6,Nissan,2011,Gasoline or E85
22754,4.0,1.6,Mitsubishi,1987,Premium
22757,8.0,5.7,Toyota,2011,Gasoline or E85
22758,10.0,6.8,Ford,2011,Regular
22760,8.0,5.4,Ford,2011,Gasoline or E85
22769,6.0,3.0,Chevrolet,2011,Regular
22770,6.0,3.0,Chevrolet,2011,Gasoline or E85
22777,6.0,3.0,GMC,2011,Regular
22778,6.0,3.0,GMC,2011,Gasoline or E85
22781,8.0,5.4,Lincoln,2011,Gasoline or E85
22784,6.0,3.0,Mazda,2011,Gasoline or E85
22794,6.0,3.0,Mitsubishi,2011,Premium
22809,4.0,2.6,Mitsubishi,1987,Premium
22825,6.0,3.8,Jeep,2011,Regular
22827,6.0,3.2,Land Rover,2011,Regular
22828,8.0,5.0,Land Rover,2011,Premium
22835,8.0,5.7,Lexus,2011,Premium
22850,8.0,5.4,Mercedes-Benz,2011,Premium
22865,4.0,1.5,Plymouth,1987,Regular
22889,6.0,3.5,Nissan,2011,Regular
22893,4.0,2.4,Lexus,2011,Regular
22894,4.0,1.8,Toyota,2011,Regular
22898,4.0,1.6,Plymouth,1987,Premium
22900,6.0,2.5,Infiniti,2011,Premium
22904,6.0,3.5,Lexus,2011,Regular
22914,4.0,2.0,Dodge,2011,Regular
22915,4.0,2.4,Dodge,2011,Regular
22917,4.0,1.6,Nissan,2011,Premium
22920,4.0,2.2,Plymouth,1987,Regular
22927,6.0,4.0,Nissan,2011,Regular
22929,6.0,4.0,Suzuki,2011,Regular
22939,6.0,3.5,Infiniti,2011,Premium
22940,4.0,2.0,Jeep,2011,Regular
22941,4.0,2.4,Jeep,2011,Regular
22949,6.0,4.0,Nissan,2011,Premium
22960,8.0,5.0,Infiniti,2011,Premium
22966,8.0,5.6,Nissan,2011,Premium
22973,3.0,1.0,smart,2011,Premium
22979,8.0,4.7,Aston Martin,2011,Premium
23000,6.0,2.8,Saab,2011,Regular
23002,12.0,6.6,Rolls-Royce,2011,Premium
23009,8.0,5.7,Pontiac,1987,Regular
23025,6.0,3.0,Porsche,2011,Premium
23027,0.0,0.0,Ford,2000,Electricity
23029,0.0,0.0,GMC,1999,Electricity
23032,0.0,0.0,Honda,1999,Electricity
23033,0.0,0.0,Ford,1999,Electricity
23035,0.0,0.0,Dodge,1999,Electricity
23036,0.0,0.0,Plymouth,1999,Electricity
23037,0.0,0.0,Honda,1998,Electricity
23038,0.0,0.0,Chevrolet,1998,Electricity
23040,0.0,0.0,MINI,2008,Electricity
23041,0.0,0.0,Nissan,2011,Electricity
23042,4.0,2.0,Pontiac,1987,Premium
23043,4.0,1.4,Chevrolet,2011,Premium Gas or Electricity
23044,6.0,3.7,Nissan,2011,Premium
23054,4.0,2.4,Chrysler,2011,Regular
23056,6.0,3.6,Chrysler,2011,Gasoline or E85
23057,6.0,3.6,Dodge,2011,Gasoline or E85
23058,8.0,5.7,Dodge,2011,Premium
23060,8.0,6.4,Dodge,2011,Premium
23066,4.0,2.0,Pontiac,1987,Regular
23069,4.0,1.8,Lexus,2011,Regular
23070,4.0,2.0,Saab,2011,Regular
23074,8.0,6.8,Bentley,2011,Premium
23075,4.0,2.0,Buick,2011,Gasoline or E85
23084,4.0,1.8,Hyundai,2011,Regular
23087,8.0,5.7,Chrysler,2011,Midgrade
23088,4.0,1.5,Pontiac,1987,Regular
23089,8.0,5.7,Chrysler,2011,Regular
23092,8.0,5.7,Dodge,2011,Regular
23098,6.0,3.7,Ford,2011,Gasoline or E85
23100,8.0,5.0,Ford,2011,Gasoline or E85
23101,8.0,6.2,Ford,2011,Regular
23110,4.0,1.6,Pontiac,1987,Regular
23115,4.0,2.2,Mahindra,2011,Diesel
23118,6.0,3.6,Volkswagen,2011,Gasoline or E85
23131,6.0,3.6,Dodge,2011,Regular
23136,6.0,3.0,Volkswagen,2011,Premium
23137,0.0,0.0,smart,2011,Electricity
23140,12.0,5.5,Mercedes-Benz,2011,Premium
23143,4.0,1.7,Renault,1987,Regular
23148,8.0,4.6,VPG,2011,CNG
23149,8.0,4.6,VPG,2011,Regular
23157,10.0,5.2,Audi,2012,Premium
23161,12.0,6.0,Bentley,2012,Premium or E85
23162,12.0,6.5,Lamborghini,2012,Premium
23163,10.0,4.8,Lexus,2012,Premium
23164,4.0,2.0,Renault,1987,Regular
23165,6.0,3.8,Porsche,2012,Premium
23166,6.0,2.9,Porsche,2012,Premium
23168,6.0,3.4,Porsche,2012,Premium
23176,8.0,6.8,Rolls-Royce,1987,Regular
23180,12.0,5.9,Aston Martin,2012,Premium
23185,4.0,1.4,Fiat,2012,Premium
23189,4.0,2.4,Mitsubishi,2012,Regular
23190,6.0,3.8,Mitsubishi,2012,Premium
23191,6.0,3.6,Porsche,2012,Premium
23225,4.0,2.0,Audi,2012,Premium
23229,8.0,4.2,Audi,2012,Premium
23232,6.0,3.0,Audi,2012,Premium
23234,6.0,3.0,BMW,2012,Premium
23242,4.0,2.0,Saab,1987,Regular
23243,8.0,4.4,BMW,2012,Premium
23245,6.0,3.7,Ford,2012,Regular
23247,8.0,5.0,Ford,2012,Regular
23249,8.0,5.4,Ford,2012,Premium
23255,6.0,3.8,Nissan,2012,Premium
23256,8.0,5.0,Roush Performance,2012,Premium
23257,4.0,2.0,Volkswagen,2012,Premium
23258,5.0,2.5,Volkswagen,2012,Regular
23264,4.0,1.6,Subaru,1987,Regular
23267,4.0,2.0,Ford,2012,Regular
23271,4.0,1.8,Honda,2012,Regular
23273,4.0,2.4,Honda,2012,Premium
23276,4.0,1.5,Honda,2012,Regular
23277,4.0,1.6,Hyundai,2012,Regular
23279,4.0,2.0,Saab,2012,Regular
23283,6.0,3.6,Volkswagen,2012,Premium
23294,5.0,2.5,Volvo,2012,Regular
23295,6.0,3.0,Volvo,2012,Regular
23297,6.0,3.5,Acura,2012,Premium
23298,3.0,1.2,Subaru,1987,Regular
23299,6.0,3.7,Acura,2012,Premium
23305,4.0,1.8,Hyundai,2012,Regular
23307,6.0,3.5,Infiniti,2012,Premium
23308,6.0,3.7,Infiniti,2012,Premium
23311,8.0,5.6,Infiniti,2012,Premium
23313,4.0,2.5,Mazda,2012,Regular
23315,6.0,3.7,Mazda,2012,Regular
23316,4.0,2.0,Volkswagen,2012,Diesel
23317,12.0,6.3,Audi,2012,Premium
23329,8.0,5.0,Hyundai,2012,Premium
23330,6.0,3.8,Hyundai,2012,Regular
23332,8.0,4.6,Hyundai,2012,Premium
23337,4.0,2.4,Scion,2012,Regular
23341,4.0,2.4,Kia,2012,Regular
23343,6.0,2.7,Kia,2012,Regular
23344,4.0,2.9,Chevrolet,2012,Regular
23346,8.0,5.3,Chevrolet,2012,Regular
23350,4.0,2.9,GMC,2012,Regular
23352,8.0,5.3,GMC,2012,Regular
23366,8.0,5.3,Chevrolet,2012,Gasoline or E85
23370,8.0,5.3,GMC,2012,Gasoline or E85
23379,6.0,3.5,Kia,2012,Regular
23382,4.0,2.0,Hyundai,2012,Regular
23384,4.0,2.4,Hyundai,2012,Regular
23391,4.0,2.0,Kia,2012,Regular
23395,6.0,3.2,Audi,2012,Premium
23413,6.0,3.0,Volkswagen,2012,Diesel
23415,4.0,1.4,Chevrolet,2012,Regular
23416,8.0,4.5,Ferrari,2010,Premium
23417,8.0,4.2,Spyker,2010,Premium
23418,6.0,3.5,Lotus,2010,Premium
23422,8.0,6.1,Chrysler,2010,Premium
23424,8.0,4.7,Aston Martin,2012,Premium
23426,8.0,6.2,Chevrolet,2012,Regular
23428,8.0,6.2,Chevrolet,2012,Premium
23429,8.0,7.0,Chevrolet,2012,Premium
23430,10.0,5.2,Lamborghini,2012,Premium
23433,8.0,5.5,Mercedes-Benz,2012,Premium
23434,8.0,6.2,Mercedes-Benz,2012,Premium
23440,4.0,2.0,Hyundai,2012,Premium
23445,4.0,2.5,Nissan,2012,Regular
23447,6.0,3.5,Nissan,2012,Regular
23448,6.0,3.6,Chevrolet,2012,Regular
23454,4.0,2.4,Chrysler,2012,Regular
23455,6.0,3.6,Chrysler,2012,Gasoline or E85
23456,12.0,6.7,Rolls-Royce,2012,Premium
23458,4.0,2.0,Saab,2012,Gasoline or E85
23460,4.0,2.5,Scion,2012,Regular
23463,4.0,2.0,Buick,2012,Gasoline or E85
23466,6.0,3.6,Buick,2012,Gasoline or E85
23468,4.0,2.4,Buick,2012,Regular
23470,6.0,3.6,Cadillac,2012,Regular
23471,8.0,6.2,Cadillac,2012,Premium
23474,6.0,3.0,Cadillac,2012,Regular
23477,4.0,1.8,Chevrolet,2012,Regular
23480,4.0,2.4,Chevrolet,2012,Regular
23482,4.0,2.4,Chevrolet,2012,Gasoline or E85
23488,8.0,6.4,Dodge,2012,Premium
23489,4.0,2.4,Dodge,2012,Regular
23491,6.0,3.6,Dodge,2012,Gasoline or E85
23492,4.0,2.5,Ford,2012,Regular
23493,6.0,3.5,Ford,2012,Regular
23494,6.0,3.0,Ford,2012,Gasoline or E85
23502,6.0,3.5,Lincoln,2012,Regular
23503,4.0,2.5,Lincoln,2012,Regular
23505,4.0,2.0,Nissan,2012,Regular
23510,4.0,2.5,Nissan,2012,Premium
23515,6.0,3.2,Volvo,2012,Regular
23518,6.0,3.6,Chevrolet,2012,Gasoline or E85
23535,5.0,3.7,Chevrolet,2012,Regular
23538,5.0,3.7,GMC,2012,Regular
23549,8.0,6.2,Chevrolet,2012,Gasoline or E85
23550,6.0,4.3,Chevrolet,2012,Regular
23551,8.0,4.8,Chevrolet,2012,Gasoline or E85
23554,6.0,3.7,Dodge,2012,Regular
23555,8.0,5.7,Dodge,2012,Midgrade
23558,8.0,6.2,GMC,2012,Gasoline or E85
23559,6.0,4.3,GMC,2012,Regular
23560,8.0,4.8,GMC,2012,Gasoline or E85
23575,6.0,3.0,Toyota,1987,Premium
23579,6.0,3.6,Volkswagen,2012,Gasoline or E85
23580,6.0,3.6,Buick,2012,Regular
23581,8.0,6.2,Cadillac,2012,Gasoline or E85
23583,6.0,3.0,Chevrolet,2012,Regular
23585,6.0,3.0,Chevrolet,2012,Gasoline or E85
23601,6.0,3.0,GMC,2012,Regular
23602,4.0,2.4,GMC,2012,Gasoline or E85
23603,6.0,3.0,GMC,2012,Gasoline or E85
23609,6.0,3.6,GMC,2012,Regular
23610,6.0,3.6,Jeep,2012,Gasoline or E85
23611,6.0,3.7,Jeep,2012,Regular
23620,4.0,1.5,Toyota,1987,Regular
23627,6.0,3.6,Dodge,2012,Regular
23641,6.0,3.5,Hyundai,2012,Regular
